"WW_ID","DVSN_ID","City_ID","City_Name","Country_Name","Country_ID","Continent_ID","GRUMP_ID","Water_Quality_Notes","Water_Scarcity_Notes","ID2","WW_A_ID","WW_Vol","Units","Source","ID","DVTR_ID","WTP_ID","DVSN_Name","DVSN_Type","DVSN_Date","DVSN_Loc","DVSN_Vol_Tot","Unit","WW_Name.x","WW_Type.x","WW_Loc.x","WW_Qual.x","Treatment_Level.x","Destination.x","WW_Date.x"
3030,2056,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",31,1015,0,"0","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",94,1015,52,"Atlantis Groundwater Scheme","Groundwater",NA,"-33.614333,18.48204",14,"MLD","Cape Flats Wastewater Treatment Plant",NA,NA,"High","Secondary and Higher",NA,NA
3030,2041,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",31,1015,0,"0","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",89,1015,49,"Steenbras Lower Dam - Steenbras River","River","1921","-34.187772,18.853032",33517,"ML (for T Vol)","Cape Flats Wastewater Treatment Plant",NA,NA,"High","Secondary and Higher",NA,NA
3030,2049,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",31,1015,0,"0","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",103,1015,55,"Alexandra Dam","River","1903","-33.988073,18.411679",126,"ML (for T Vol)","Cape Flats Wastewater Treatment Plant",NA,NA,"High","Secondary and Higher",NA,NA
3030,2040,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",31,1015,0,"0","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",91,1015,51,"Wemmershoek Dam - Wemmershoek River","River","1957","-33.8271, 19.0933",58644,"ML (for T Vol)","Cape Flats Wastewater Treatment Plant",NA,NA,"High","Secondary and Higher",NA,NA
3031,2052,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",98,1015,56,"Lewis Gay Dam","River","1952","-34.167295,18.396605",182,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2047,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",102,1015,54,"Woodhead Dam","River","1897","-33.977367,18.402223",954,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2056,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",95,1015,53,"Atlantis Groundwater Scheme","Groundwater",NA,"-33.614333,18.48204",14,"MLD","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2043,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",90,1015,50,"Voelvlei Dam - Berg River","River","1971","-33.403394,19.044579",164122,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2045,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",92,1015,49,"Berg River Dam - Berg River","River","2009","-33.908908,19.057843",130000,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2054,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",93,1015,49,"Palmiet Pumped Storage Scheme - furthest downstream dam","River",NA,"-34.244269,18.985543",62,"MLD","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2041,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",87,1015,47,"Steenbras Lower Dam - Steenbras River","River","1921","-34.187772,18.853032",33517,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2045,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",88,1015,48,"Berg River Dam - Berg River","River","2009","-33.908908,19.057843",130000,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2048,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",97,1015,55,"Victoria Dam","River","1903","-33.986374,18.407784",128,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2049,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",103,1015,55,"Alexandra Dam","River","1903","-33.988073,18.411679",126,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2051,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",101,1015,56,"Kleinplaas Dam","River","1964","-34.171823,18.388526",1368,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2056,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",94,1015,52,"Atlantis Groundwater Scheme","Groundwater",NA,"-33.614333,18.48204",14,"MLD","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,4027,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",99,1015,57,"Lourens River","River",NA,"-34.073493,18.891714",NA,NA,"Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2046,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",96,1015,54,"Hely Hutchinson Dam","River","1904","-33.977055,18.407898",925,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2040,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",91,1015,51,"Wemmershoek Dam - Wemmershoek River","River","1957","-33.8271, 19.0933",58644,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2055,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",100,1015,58,"Albion Springs","Groundwater","1890 (plant)","-33.961657,18.45779",4,"MLD","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2041,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",89,1015,49,"Steenbras Lower Dam - Steenbras River","River","1921","-34.187772,18.853032",33517,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3031,2050,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",32,1015,24,"MLD","http://www.capetown.gov.za/en/Water/Documents/CoCT_Wastewater_S78_3_final_report_draft_17thSept_2010.pdf",104,1015,55,"De Villiers Dam","River","1907","-33.992032,18.409915",243,"ML (for T Vol)","Fisantekraal Wastewater Treatment Works",NA,NA,"High","Secondary and Higher",NA,"comissioned 2011"
3032,2048,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",97,1015,55,"Victoria Dam","River","1903","-33.986374,18.407784",128,"ML (for T Vol)","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,2054,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",93,1015,49,"Palmiet Pumped Storage Scheme - furthest downstream dam","River",NA,"-34.244269,18.985543",62,"MLD","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,2041,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",89,1015,49,"Steenbras Lower Dam - Steenbras River","River","1921","-34.187772,18.853032",33517,"ML (for T Vol)","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,2051,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",101,1015,56,"Kleinplaas Dam","River","1964","-34.171823,18.388526",1368,"ML (for T Vol)","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,2052,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",98,1015,56,"Lewis Gay Dam","River","1952","-34.167295,18.396605",182,"ML (for T Vol)","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,2055,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",100,1015,58,"Albion Springs","Groundwater","1890 (plant)","-33.961657,18.45779",4,"MLD","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,4027,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",99,1015,57,"Lourens River","River",NA,"-34.073493,18.891714",NA,NA,"Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
3032,2045,125,"Cape Town","South Africa",710,2,NA,"High when treated","98.7% have access to improved water (sometimes communal)",33,1015,105,"MLD","http://www.capetown.gov.za/en/Water/WaterservicesDevPlan/Documents/WSDP_2012_2013/Topic_5_WATER_SERVICE_INFRASTRUCTURE.pdf",92,1015,49,"Berg River Dam - Berg River","River","2009","-33.908908,19.057843",130000,"ML (for T Vol)","Athlone Wastewater Treatment Works",NA,NA,"A grade","Secondary and Higher",NA,NA
