"","ID2","City_ID","WW_A_ID","WW_ID","WW_Vol","Units","Source"
"74",74,42,1000,3073,0,"MLD","Excreta Matters"
"75",75,43,1092,3074,17,"MLD","Excreta Matters"
"76",76,43,1092,3075,1,"MLD","Excreta Matters"
"77",77,43,1092,3076,1,"MLD","Excreta Matters"
"78",78,43,1092,3077,0,"MLD","Excreta Matters"
"79",79,43,1092,3078,8,"MLD","Excreta Matters"
"80",80,43,1092,3079,3,"MLD","Excreta Matters"
"81",81,43,1092,3080,4,"MLD","Excreta Matters"
"82",82,43,1092,3081,16,"MLD","Excreta Matters"
"83",83,43,1092,3082,5,"MLD","Excreta Matters"
"84",84,43,1092,3083,146,"MLD","Excreta Matters"
"85",85,44,4019,3084,0,"MLD","Excreta Matters"
"86",86,44,4019,3085,0,"MLD","Excreta Matters"
"87",87,44,4019,3086,5,"MLD","Excreta Matters"
"88",88,45,1102,3087,10,"MLD","Excreta Matters"
"89",89,45,1102,3088,2,"MLD","Excreta Matters"
"90",90,45,1068,3089,78,"MLD","Excreta Matters"
"91",91,45,1068,3090,63,"MLD","Excreta Matters"
"92",92,46,1069,3091,60,"MLD","Excreta Matters"
"93",93,46,1069,3092,29,"MLD","Excreta Matters"
"94",94,46,1069,3093,30,"MLD","Excreta Matters"
"95",95,46,1069,3094,126,"MLD","Excreta Matters"
"96",96,47,4020,3095,146,"MLD","Excreta Matters"
"97",97,48,1095,3096,37,"MLD","Excreta Matters"
"98",98,49,1074,3097,117,"MLD","Excreta Matters"
"99",99,49,1074,3098,11,"MLD","Excreta Matters"
"100",100,49,1074,3099,0,"MLD","Excreta Matters"
"101",101,49,1074,3100,333,"MLD","Excreta Matters"
"102",102,49,1074,3101,162,"MLD","Excreta Matters"
"103",103,49,1074,3102,6,"MLD","Excreta Matters"
"104",104,49,1074,3103,1,"MLD","Excreta Matters"
"105",105,49,1074,3104,22,"MLD","Excreta Matters"
"106",106,49,1074,3105,2,"MLD","Excreta Matters"
"107",107,49,1074,3106,616,"MLD","Excreta Matters"
"108",108,49,1074,3107,40,"MLD","Excreta Matters"
"109",109,49,1074,3108,179,"MLD","Excreta Matters"
"110",110,49,1074,3109,0,"MLD","Excreta Matters"
"111",111,49,1074,3110,11,"MLD","Excreta Matters"
"112",112,49,1074,3111,9,"MLD","Excreta Matters"
"113",113,49,1074,3112,28,"MLD","Excreta Matters"
"114",114,49,1074,3113,18,"MLD","Excreta Matters"
"115",115,49,1074,3114,1718,"MLD","Excreta Matters"
"116",116,50,1085,3115,20,"MLD","Excreta Matters"
"117",117,50,1085,3116,45,"MLD","Excreta Matters"
"118",118,50,1085,3117,50,"MLD","Excreta Matters"
"119",119,50,1085,3118,115,"MLD","Excreta Matters"
"120",120,51,1075,3119,67,"MLD","Excreta Matters"
"121",121,51,1092,3120,32,"MLD","Excreta Matters"
"122",122,51,1075,3121,50,"MLD","Excreta Matters"
"123",123,51,4006,3122,30,"MLD","Excreta Matters"
"124",124,51,1075,3123,95,"MLD","Excreta Matters"
"125",125,51,1075,3124,11,"MLD","Excreta Matters"
"126",126,52,1079,3125,5,"MLD","Excreta Matters"
"127",127,52,1079,3126,36,"MLD","Excreta Matters"
"128",128,52,1079,3127,130,"MLD","Excreta Matters"
"129",129,52,1079,3128,109,"MLD","Excreta Matters"
"130",130,53,1084,3129,42,"MLD","Excreta Matters"
"131",131,53,1084,3130,14,"MLD","Excreta Matters"
"132",132,53,1084,3131,345,"MLD","Excreta Matters"
"133",133,53,1084,3132,310,"MLD","Excreta Matters"
"134",134,54,1087,3133,14,"MLD","Excreta Matters"
"135",135,54,1087,3134,14,"MLD","Excreta Matters"
"136",136,55,4007,3135,148,"MLD","Excreta Matters"
"137",137,56,1089,3136,45,"MLD","Excreta Matters"
"138",138,56,1089,3137,35,"MLD","Excreta Matters"
"139",139,56,1089,3138,25,"MLD","Excreta Matters"
"140",140,56,1089,3139,8,"MLD","Excreta Matters"
"141",141,56,1089,3140,105,"MLD","Excreta Matters"
"142",142,57,1092,3141,35,"MLD","Excreta Matters"
"143",143,58,1092,3141,35,"MLD","Excreta Matters"
"144",144,57,1092,3142,1,"MLD","Excreta Matters"
"145",145,58,1092,3142,1,"MLD","Excreta Matters"
"146",146,71,4008,3143,163,"MLD","Excreta Matters"
"147",147,72,4009,3144,25,"MLD","Excreta Matters"
"148",148,73,4010,3145,4,"MLD","Excreta Matters"
"149",149,73,4010,3146,135,"MLD","Excreta Matters"
"150",150,73,4010,3147,101,"MLD","Excreta Matters"
"151",151,74,4011,3148,9,"MLD","Excreta Matters"
"152",152,75,4012,3149,98,"MLD","Excreta Matters"
"153",153,76,4013,3150,63,"MLD","Excreta Matters"
"154",154,77,4014,3151,51,"MLD","Excreta Matters"
"155",155,78,4015,3152,44,"MLD","Excreta Matters"
"156",156,79,1092,3153,27,"MLD","Excreta Matters"
"157",157,79,1092,3154,62,"MLD","Excreta Matters"
"158",158,79,1092,3155,125,"MLD","Excreta Matters"
"159",159,79,1092,3156,50,"MLD","Excreta Matters"
"160",160,79,1092,3157,27,"MLD","Excreta Matters"
"161",161,79,1092,3158,1,"MLD","Excreta Matters"
"162",162,79,1092,3159,1,"MLD","Excreta Matters"
"163",163,79,1092,3160,30,"MLD","Excreta Matters"
"164",164,79,1092,3161,30,"MLD","Excreta Matters"
"165",165,79,1092,3162,111,"MLD","Excreta Matters"
"166",166,80,1092,3163,20,"MLD","Excreta Matters"
"167",167,80,1092,3164,150,"MLD","Excreta Matters"
"168",168,81,1092,3165,40,"MLD","Excreta Matters"
"169",169,82,1092,3166,39,"MLD","Excreta Matters"
"170",170,82,1092,3167,154,"MLD","Excreta Matters"
"171",171,83,1092,3168,16,"MLD","Excreta Matters"
"172",172,84,1092,3169,50,"MLD","Excreta Matters"
"173",173,84,1092,3170,90,"MLD","Excreta Matters"
"174",174,84,1092,3171,138,"MLD","Excreta Matters"
"175",175,85,1092,3172,80,"MLD","Excreta Matters"
"176",176,85,1092,3173,159,"MLD","Excreta Matters"
"177",177,86,1092,3174,123,"MLD","Excreta Matters"
"178",178,87,1102,3175,51,"MLD","Excreta Matters"
"179",179,88,1088,3176,70,"MLD","Excreta Matters"
"180",180,89,1096,3177,46,"MLD","Excreta Matters"
"181",181,89,1096,3178,83,"MLD","Excreta Matters"
"182",182,90,1092,3179,55,"MLD","Excreta Matters"
"183",183,90,1092,3180,3,"MLD","Excreta Matters"
"184",184,90,1092,3181,20,"MLD","Excreta Matters"
"185",185,91,1103,3182,161,"MLD","Excreta Matters"
"186",186,91,1103,3183,54,"MLD","Excreta Matters"
"187",187,91,1103,3184,6,"MLD","Excreta Matters"
"188",188,91,1103,3185,6,"MLD","Excreta Matters"
"189",189,92,1070,3186,6,"MLD","Excreta Matters"
"190",190,92,1070,3187,4,"MLD","Excreta Matters"
"191",191,92,1070,3188,90,"MLD","Excreta Matters"
"192",192,93,1071,3189,66,"MLD","Excreta Matters"
"193",193,93,1071,3190,102,"MLD","Excreta Matters"
"194",194,93,1071,3191,35,"MLD","Excreta Matters"
"195",195,93,1071,3192,4,"MLD","Excreta Matters"
"196",196,93,1071,3193,1,"MLD","Excreta Matters"
"197",197,93,1071,3194,2,"MLD","Excreta Matters"
"198",198,93,1071,3195,33,"MLD","Excreta Matters"
"199",199,93,1071,3196,4,"MLD","Excreta Matters"
"200",200,93,1071,3197,4,"MLD","Excreta Matters"
"201",201,93,1071,3198,3,"MLD","Excreta Matters"
"202",202,93,1071,3199,31,"MLD","Excreta Matters"
"203",203,93,1071,3200,15,"MLD","Excreta Matters"
"204",204,93,1071,3201,1,"MLD","Excreta Matters"
"205",205,93,1071,3202,1,"MLD","Excreta Matters"
"206",206,93,1071,3203,808,"MLD","Excreta Matters"
"207",207,94,1072,3204,10,"MLD","Excreta Matters"
"208",208,95,1081,3205,60,"MLD","Excreta Matters"
"209",209,96,1076,3206,467,"MLD","Excreta Matters"
"210",210,96,1076,3207,20,"MLD","Excreta Matters"
"211",211,96,1076,3208,113,"MLD","Excreta Matters"
"212",212,97,1094,3209,100,"MLD","Excreta Matters"
"213",213,97,1094,3210,90,"MLD","Excreta Matters"
"214",214,97,1094,3211,17,"MLD","Excreta Matters"
"215",215,97,1094,3212,13,"MLD","Excreta Matters"
"216",216,97,1094,3213,50,"MLD","Excreta Matters"
"217",217,97,1094,3214,115,"MLD","Excreta Matters"
"218",218,97,1094,3215,31,"MLD","Excreta Matters"
"219",219,97,1094,3216,281,"MLD","Excreta Matters"
"220",220,98,1099,3217,54,"MLD","Excreta Matters"
"221",221,98,1099,3218,118,"MLD","Excreta Matters"
"222",222,99,1080,3219,9,"MLD","Excreta Matters"
"223",223,99,1080,3220,25,"MLD","Excreta Matters"
"224",224,100,4016,3221,141,"MLD","Excreta Matters"
"225",225,101,1073,3222,270,"MLD","Excreta Matters"
"226",226,101,1073,3223,94,"MLD","Excreta Matters"
"227",227,101,1073,3224,63,"MLD","Excreta Matters"
"228",228,101,1073,3225,54,"MLD","Excreta Matters"
"229",229,101,1073,3226,5,"MLD","Excreta Matters"
"230",230,101,1073,3227,46,"MLD","Excreta Matters"
"231",231,102,1092,3228,4,"MLD","Excreta Matters"
"232",232,102,1092,3229,33,"MLD","Excreta Matters"
"233",233,102,1092,3230,11,"MLD","Excreta Matters"
"234",234,102,1092,3231,42,"MLD","Excreta Matters"
"235",235,102,1092,3232,83,"MLD","Excreta Matters"
"236",236,103,1083,3233,79,"MLD","Excreta Matters"
"237",237,103,1083,3234,30,"MLD","Excreta Matters"
"238",238,103,1083,3235,64,"MLD","Excreta Matters"
"239",239,103,1083,3236,2,"MLD","Excreta Matters"
"240",240,103,1083,3237,810,"MLD","Excreta Matters"
"241",241,103,1083,3238,206,"MLD","Excreta Matters"
"242",242,104,1082,3239,61,"MLD","Excreta Matters"
"243",243,105,1086,3240,964,"MLD","Excreta Matters"
"244",244,105,1086,3241,73,"MLD","Excreta Matters"
"245",245,105,1086,3242,100,"MLD","Excreta Matters"
"246",246,105,1086,3243,115,"MLD","Excreta Matters"
"247",247,105,1086,3244,190,"MLD","Excreta Matters"
"248",248,105,1086,3245,605,"MLD","Excreta Matters"
"249",249,105,1086,3246,37,"MLD","Excreta Matters"
"250",250,105,1086,3247,716,"MLD","Excreta Matters"
"251",251,106,1093,3248,15,"MLD","Excreta Matters"
"252",252,106,1093,3249,2,"MLD","Excreta Matters"
"253",253,106,1093,3250,42,"MLD","Excreta Matters"
"254",254,107,4017,3251,9,"MLD","Excreta Matters"
"255",255,108,1100,3252,40,"MLD","Excreta Matters"
"256",256,108,1100,3253,0,"MLD","Excreta Matters"
"257",257,108,1100,3254,90,"MLD","Excreta Matters"
"258",258,108,1100,3255,0,"MLD","Excreta Matters"
"259",259,108,1100,3256,50,"MLD","Excreta Matters"
"260",260,108,1100,3257,25,"MLD","Excreta Matters"
"261",261,108,1100,3258,0,"MLD","Excreta Matters"
"262",262,108,1100,3259,0,"MLD","Excreta Matters"
"263",263,108,1100,3260,205,"MLD","Excreta Matters"
"264",264,108,1100,3261,66,"MLD","Excreta Matters"
"265",265,108,1100,3262,25,"MLD","Excreta Matters"
"266",266,30,1101,3263,49,"MLD","Excreta Matters"
"267",267,30,1101,3264,111,"MLD","Excreta Matters"
"268",268,31,1082,3265,129,"MLD","Excreta Matters"
"269",269,123,4018,3266,121,"MLD (max. not actual)","http://www.montevideo.gub.uy/ciudadania/desarrollo-ambiental/saneamiento"
"270",270,123,4018,3267,121,"MLD (max. not actual)","http://www.montevideo.gub.uy/ciudadania/desarrollo-ambiental/saneamiento"
"271",271,123,4018,3268,0,"0","http://www.montevideo.gub.uy/ciudadania/desarrollo-ambiental/saneamiento"
"272",272,59,1095,3269,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"273",273,60,1095,3270,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"274",274,61,1095,3271,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"275",275,62,1095,3272,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"276",276,63,1095,3273,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"277",277,64,1095,3274,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"278",278,65,1095,3275,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"279",279,66,1095,3276,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"280",280,67,1095,3277,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"281",281,68,1095,3278,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"282",282,69,1095,3279,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"283",283,70,1095,3280,3,"MLD (estimate based off of similar cities)","Excreta Matters"
"284",284,NA,1095,3281,3,"MLD (estimate based off of similar cities)","Excreta Matters"
